Immoweb code,Locality,Type of Property,Subtype of property,Price,Type of sale,No_of_rooms,area,Kitchen type,Furnished ,Fireplace ,Terrace,Garden,Facades,Swimming pool,Building condition
8923734,6230,House,House,"€279,900",for sale,3,252,Hyper equipped,0,0,0,726,3,0,As new
8923731,7080,House,House,"€100,000",for sale,2,0,0,0,0,0,0,0,0,Good
8923729,4020,House,House,"€130,000",for sale,2,131,Semi equipped,0,0,0,0,0,0,To renovate
8851908,4460,House,House,"€119,000",for sale,1,71,Installed,0,0,0,0,0,0,0
8923711,9860,House,House,"€400,561",for sale,3,186,0,0,0,0,183,3,0,As new
8923710,9860,House,House,"€377,894",for sale,3,182,0,0,0,0,117,2,0,As new
8923709,9860,House,House,"€381,816",for sale,3,178,0,0,0,0,118,2,0,As new
8923708,9860,House,House,"€409,821",for sale,3,186,0,0,0,0,209,3,0,As new
8923707,9860,House,House,"€375,295",for sale,3,170,0,0,0,0,140,3,0,As new
8923706,9860,House,House,"€374,695",for sale,3,170,0,0,0,0,157,3,0,As new
8923705,9860,House,House,"€411,305",for sale,3,184,0,0,0,0,253,3,0,As new
8923704,9860,House,House,"€340,227",for sale,3,155,0,0,0,0,238,3,0,As new
8923643,9000,House,House,"€480,600",for sale,5,185,Installed,0,0,0,0,0,0,As new
8923641,9000,House,House,"€469,200",for sale,4,183,Installed,0,0,0,0,0,0,As new
8923640,9000,House,House,"€479,000",for sale,4,177,Installed,0,0,0,0,0,0,As new
8923619,7730,House,House,"€230,000",for sale,3,133,Installed,0,0,0,180,3,0,As new
8923609,1332,House,House,"€385,000",for sale,4,145,USA hyper equipped,0,0,0,0,0,0,As new
8923607,2170,House,House,"€239,000",for sale,3,153,0,0,0,0,0,0,0,Good
8923601,8310,House,House,"€419,000",for sale,4,262,0,0,0,0,0,4,0,0
8923598,1770,House,House,"€189,000",for sale,3,125,Hyper equipped,0,0,0,0,0,0,0
8923580,9220,House,House,"€569,000",for sale,4,207,USA hyper equipped,0,0,0,0,0,0,0
8923499,8800,House,House,"€110,000",for sale,2,0,Semi equipped,0,0,0,0,0,0,To renovate
8923498,4460,House,House,"€289,000",for sale,5,205,Installed,0,0,0,0,3,0,Good
8819371,4000,House,House,"€220,000",for sale,5,210,Semi equipped,0,0,0,0,0,0,To be done up
8923496,3070,House,House,"€415,000",for sale,4,150,Hyper equipped,0,0,0,280,2,0,As new
8727043,2870,House,House,"€339,000",for sale,3,180,Hyper equipped,0,0,0,0,2,0,0
8923483,3000,House,House,"€400,000",for sale,2,175,USA hyper equipped,0,0,0,0,0,0,Good
8923475,4840,House,House,"€150,000",for sale,5,170,0,0,0,0,700,3,0,To renovate
8923474,1380,House,House,"€695,000",for sale,4,480,Hyper equipped,0,0,0,400,4,0,Good
8923471,1200,House,House,"€850,000",for sale,4,185,Installed,0,0,0,1,4,0,As new
8923460,6200,House,House,"€110,000",for sale,1,65,0,0,0,0,0,0,0,Good
8923458,9340,House,House,"€149,000",for sale,3,160,0,0,0,0,100,2,0,0
8923457,9340,House,House,"€259,000",for sale,3,180,0,0,0,0,150,4,0,0
8923455,9470,House,House,"€189,000",for sale,2,160,0,0,0,0,400,2,0,0
8923453,9300,House,House,"€289,000",for sale,3,180,0,0,0,0,0,0,0,As new
8853398,1770,House,House,"€360,000",for sale,3,180,Installed,0,0,0,0,3,0,0
8923450,5060,House,House,"€245,000",for sale,3,116,Installed,0,0,0,600,4,0,To be done up
8923446,9420,House,House,"€189,000",for sale,2,160,0,0,0,0,150,0,0,0
8775781,3870,House,House,"€269,000",for sale,3,180,Installed,0,0,0,0,2,0,Good
8897112,1150,House,House,"€595,000",for sale,4,190,Installed,0,0,0,10,0,0,Good
8923431,2170,House,House,"€278,000",for sale,3,165,Installed,0,0,0,0,0,0,As new
8878335,2610,House,House,"€375,000",for sale,4,190,Semi equipped,0,0,0,50,2,0,To be done up
8923429,2060,House,House,"€335,000",for sale,6,220,Installed,0,0,0,0,0,0,Good
8923428,2381,House,House,"€314,000",for sale,5,193,0,0,0,0,0,4,0,0
8923426,1030,House,House,"€415,000",for sale,5,180,Installed,0,0,0,104,0,0,Good
8853408,4357,House,House,"€157,000",for sale,2,142,Semi equipped,0,0,0,0,2,0,0
8923425,8300,House,House,"€972,000",for sale,4,154,Hyper equipped,0,0,0,0,0,0,0
8923424,4030,House,House,"€159,000",for sale,2,70,Semi equipped,0,0,0,0,0,0,Good
8923417,2270,House,House,"€269,000",for sale,5,182,0,0,0,0,0,2,0,Good
8923416,4121,House,House,"€175,000",for sale,3,0,Not installed,0,0,0,0,4,0,To renovate
8923410,2800,House,House,"€229,000",for sale,4,130,Hyper equipped,0,0,0,0,0,0,As new
8923394,2900,House,House,"€257,000",for sale,3,115,0,0,0,0,0,2,0,0
8923391,4920,House,House,"€249,000",for sale,4,212,Not installed,0,0,0,0,3,0,To be done up
8740785,4100,House,House,"€100,000",for sale,2,0,0,0,0,0,0,0,0,Good
8923381,9200,House,House,"€279,000",for sale,3,97,0,0,0,0,48,0,0,Just renovated
8780313,5500,House,House,"€95,000",for sale,2,105,Not installed,0,0,0,0,0,0,To renovate
8836594,5521,House,House,"€98,000",for sale,2,132,Not installed,0,0,0,0,0,0,0
8923379,1310,House,House,"€575,000",for sale,4,200,Hyper equipped,0,0,0,0,4,0,Good
8923377,1310,House,House,"€450,000",for sale,5,195,0,0,0,0,0,4,0,To be done up
8923365,1860,House,House,"€390,000",for sale,3,149,Semi equipped,0,0,0,Yes,3,0,To renovate
8923362,2340,House,House,"€271,000",for sale,3,131,0,0,0,0,0,2,0,0
8923361,2018,House,House,"€295,000",for sale,4,170,Semi equipped,0,0,0,0,2,0,To renovate
8923360,9150,House,House,"€345,000",for sale,4,260,Installed,0,0,0,445,3,0,To be done up
8923353,1654,House,House,"€350,000",for sale,2,135,0,0,0,0,0,0,0,Good
8923352,1640,House,House,"€299,000",for sale,3,118,0,0,0,0,0,0,0,Good
8923346,3520,House,House,"€319,000",for sale,4,184,0,0,0,0,0,0,0,To be done up
8923345,3540,House,House,"€245,000",for sale,3,207,0,0,0,0,0,0,0,To renovate
8923342,2000,House,House,"€850,000",for sale,4,350,0,0,0,0,0,0,0,0
8923341,2018,House,House,"€1,250,000",for sale,1,180,0,0,0,0,0,0,0,0
8923339,2800,House,House,"€255,000",for sale,2,120,0,0,0,0,0,0,0,Good
8923338,3190,House,House,"€475,000",for sale,3,283,0,0,0,0,0,0,0,Good
8923336,5377,House,House,"€245,000",for sale,4,217,0,0,0,0,Yes,0,0,0
8923312,9150,House,House,"€199,000",for sale,2,117,Installed,0,0,0,0,0,0,Just renovated
8923295,8470,House,House,"€298,000",for sale,3,132,Hyper equipped,0,0,0,Yes,2,0,Good
8923294,8750,House,House,"€315,000",for sale,4,200,0,0,0,0,0,0,0,Good
8923292,8560,House,House,"€199,000",for sale,2,190,0,0,0,0,0,0,0,To be done up
8923289,3202,House,House,,for sale,5,243,0,0,0,0,0,4,0,To renovate
8923288,3200,House,House,"€225,000",for sale,3,143,Installed,0,0,0,0,2,0,Good
8923286,3271,House,House,"€160,000",for sale,4,135,0,0,0,0,0,2,0,To renovate
8923284,2610,House,House,"€775,000",for sale,6,420,Hyper equipped,0,0,0,0,2,0,Good
8923279,2660,House,House,"€310,000",for sale,5,181,Hyper equipped,0,0,0,0,0,0,Good
8923268,8760,House,House,"€172,500",for sale,3,0,Installed,0,0,0,Yes,0,0,As new
8786995,3840,House,House,"€205,000",for sale,3,111,0,0,0,0,Yes,0,0,As new
8786994,3840,House,House,"€205,000",for sale,3,111,0,0,0,0,Yes,0,0,As new
8786993,3840,House,House,"€213,000",for sale,3,125,0,0,0,0,Yes,0,0,As new
8786992,3840,House,House,"€205,000",for sale,3,111,0,0,0,0,Yes,0,0,As new
8786991,3840,House,House,"€213,000",for sale,3,111,0,0,0,0,Yes,0,0,0
8923262,8600,House,House,"€291,500",for sale,3,171,0,0,0,0,0,0,0,0
8923255,9040,House,House,"€340,000",for sale,2,117,0,0,0,0,46,0,0,0
8791715,1800,House,House,"€285,000",for sale,3,160,Hyper equipped,0,0,0,0,0,0,0
8923232,2890,House,House,"€398,000",for sale,3,157,Installed,0,0,0,246,0,0,As new
8923228,8500,House,House,"€149,500",for sale,6,172,0,0,0,0,0,0,0,To renovate
8923226,9900,House,House,"€230,000",for sale,3,179,Not installed,0,0,0,104,0,0,0
8923224,8800,House,House,"€225,000",for sale,3,0,0,0,0,0,Yes,0,0,To be done up
8923220,8670,House,House,"€415,000",for sale,5,0,0,0,0,0,0,0,0,0
8923217,9150,House,House,"€475,000",for sale,3,205,0,0,0,0,Yes,0,0,0
8923206,7380,House,House,"€250,000",for sale,3,203,Hyper equipped,0,0,0,0,0,0,As new
8890212,8790,House,House,"€269,000",for sale,3,0,0,0,0,0,0,0,0,0
8923201,2930,House,House,"€428,000",for sale,3,210,Installed,0,0,0,Yes,0,0,0
8923174,7134,House,House,"€245,000",for sale,4,170,Installed,0,0,0,0,3,0,As new
8923166,9160,House,House,"€235,000",for sale,3,0,0,0,0,0,0,0,0,0
8923156,2890,House,House,"€245,000",for sale,3,0,0,0,0,0,80,0,0,0
8923155,9052,House,House,"€279,000",for sale,3,0,0,0,0,0,Yes,0,0,0
8923147,8470,House,House,"€179,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8923146,8760,House,House,"€139,500",for sale,4,0,Not installed,0,0,0,0,3,0,To renovate
8923143,9890,House,House,"€365,000",for sale,3,0,0,0,0,0,0,0,0,Good
8923140,8930,House,House,"€249,000",for sale,3,0,Installed,0,0,0,0,0,0,0
8923136,9990,House,House,"€229,000",for sale,3,0,0,0,0,0,Yes,0,0,0
8923134,3450,House,House,"€210,000",for sale,2,86,Installed,0,0,0,0,4,0,0
8737951,9600,House,House,"€309,000",for sale,4,0,0,0,0,0,0,0,0,As new
8879926,9300,House,House,"€429,000",for sale,5,245,0,0,0,0,Yes,0,0,0
8923130,9300,House,House,"€129,900",for sale,3,0,0,0,0,0,0,0,0,0
8923122,3600,House,House,"€109,000",for sale,2,136,Semi equipped,0,0,0,0,0,0,To renovate
8923120,3945,House,House,"€169,000",for sale,3,188,Installed,0,0,0,0,0,0,0
8911694,3110,House,House,"€179,000",for sale,1,80,Installed,0,0,0,830,3,0,To renovate
8923118,9000,House,House,"€224,500",for sale,2,85,Semi equipped,0,0,0,0,0,0,Just renovated
8923115,8300,House,House,"€495,000",for sale,2,140,0,0,0,0,Yes,0,0,0
8923114,8620,House,House,,for sale,3,0,0,0,0,0,0,0,0,0
8923107,3530,House,House,"€269,000",for sale,3,151,0,0,0,0,0,0,0,0
8923106,3530,House,House,"€259,000",for sale,3,152,0,0,0,0,0,0,0,0
8923105,3530,House,House,"€279,000",for sale,3,165,0,0,0,0,0,0,0,0
8786934,6031,House,House,"€89,000",for sale,2,75,Installed,0,0,0,Yes,0,0,To be done up
8923090,8760,House,House,"€332,500",for sale,3,135,0,0,0,0,0,0,0,0
8922749,9090,House,House,"€369,000",for sale,3,153,Installed,0,0,0,Yes,3,0,Just renovated
8313952,3770,House,House,"€125,000",for sale,3,0,Installed,0,0,24,0,3,0,Good
8922701,9100,House,House,"€217,500",for sale,3,0,0,0,0,0,0,0,0,To be done up
8922690,9700,House,House,"€298,000",for sale,3,180,0,0,0,0,Yes,2,0,As new
8922686,9290,House,House,"€184,000",for sale,1,0,0,0,0,0,0,0,0,As new
8922682,9200,House,House,"€325,000",for sale,2,130,0,0,0,0,0,0,0,0
8922662,4347,House,House,"€394,000",for sale,5,296,Installed,0,0,50,1100,4,0,Good
8922678,9500,House,House,"€125,000",for sale,2,100,0,0,0,0,0,0,0,Just renovated
8922677,8000,House,House,"€1,150,000",for sale,5,0,0,0,0,0,0,0,0,0
8922673,8211,House,House,"€249,000",for sale,3,150,Installed,0,0,0,0,3,0,Good
8922669,9230,House,House,"€149,000",for sale,2,90,0,0,0,0,0,0,0,Good
8922653,8421,House,House,"€495,000",for sale,5,550,Installed,0,0,0,Yes,3,0,To be done up
8856676,8000,House,House,"€575,000",for sale,3,195,Hyper equipped,0,0,0,0,0,0,As new
8922648,3900,House,House,"€169,000",for sale,3,143,Installed,0,0,0,0,4,0,To be done up
8922647,1457,House,House,"€360,000",for sale,5,200,Semi equipped,0,0,0,0,3,0,Good
8922645,6060,House,House,"€169,000",for sale,3,0,Installed,0,0,0,0,3,0,Good
8922639,9900,House,House,"€379,000",for sale,4,160,Installed,0,0,0,Yes,3,0,As new
8792973,8760,House,House,"€255,000",for sale,5,274,Installed,0,0,0,0,3,0,To renovate
8831157,6150,House,House,"€140,000",for sale,2,0,Semi equipped,0,0,0,0,0,0,To be done up
8922629,2140,House,House,"€330,000",for sale,3,136,Installed,0,0,0,57,3,0,As new
8922623,7860,House,House,"€149,000",for sale,4,103,0,0,0,0,0,0,0,0
8922622,9690,House,House,"€165,000",for sale,3,0,0,0,0,0,Yes,0,0,0
8752589,7090,House,House,"€139,000",for sale,3,145,Not installed,0,0,0,0,0,0,To be done up
8773926,1350,House,House,"€145,000",for sale,2,105,Semi equipped,0,0,0,0,0,0,0
8922608,9100,House,House,"€140,000",for sale,3,105,Semi equipped,0,0,0,0,0,0,To renovate
8922586,3120,House,House,"€450,000",for sale,4,173,0,0,0,Yes,Yes,3,0,As new
8922595,9820,House,House,"€415,000",for sale,3,150,0,0,0,0,Yes,0,0,0
8922569,8980,House,House,"€235,000",for sale,2,0,0,0,0,0,0,3,0,As new
8922567,8420,House,House,"€349,000",for sale,4,152,Semi equipped,0,0,0,0,4,0,Good
8922566,8400,House,House,"€189,000",for sale,3,0,Not installed,0,0,0,0,0,0,0
8922551,8510,House,House,"€199,000",for sale,3,120,Semi equipped,0,0,0,0,3,0,To be done up
8922541,1785,House,House,"€295,000",for sale,4,162,Semi equipped,0,0,Yes,42,0,0,Just renovated
8922542,8790,House,House,"€353,200",for sale,3,150,0,0,0,0,0,0,0,0
8922540,7800,House,House,"€125,000",for sale,3,108,Not installed,0,0,0,0,0,0,To renovate
8922538,7800,House,House,"€195,000",for sale,3,169,Semi equipped,0,0,0,0,3,0,Good
8922452,3290,House,House,"€312,000",for sale,3,150,Installed,0,0,0,0,0,0,Just renovated
8922533,5080,House,House,"€420,000",for sale,3,188,Semi equipped,0,0,0,3200,4,0,Good
8922532,5002,House,House,"€210,000",for sale,3,134,Semi equipped,0,0,0,40,0,0,Good
8922530,5081,House,House,"€325,000",for sale,3,150,Installed,0,0,0,700,4,0,Good
8874068,7700,House,House,"€239,000",for sale,3,130,Semi equipped,0,0,0,340,3,0,To renovate
8780196,7700,House,House,"€259,000",for sale,3,90,Installed,0,0,0,80,3,0,0
8922518,5140,House,House,"€200,000",for sale,3,175,Semi equipped,0,0,0,0,3,0,Good
8922513,1601,House,House,"€285,000",for sale,5,169,0,0,0,0,Yes,2,0,To be done up
8922509,9100,House,House,"€309,000",for sale,3,136,Installed,0,0,0,478,2,0,Good
8922498,8680,House,House,"€279,000",for sale,4,0,Installed,0,0,0,0,0,0,Good
8922495,8560,House,House,"€282,769",for sale,4,238,Installed,0,0,0,183,2,0,As new
8922492,8700,House,House,"€329,000",for sale,3,141,Installed,0,0,0,112,2,0,Good
8922491,9112,House,House,"€459,000",for sale,4,243,Installed,0,0,0,Yes,4,0,Good
8922488,8560,House,House,"€349,000",for sale,4,335,Installed,0,0,0,240,2,0,Good
8922486,3940,House,House,"€289,500",for sale,2,116,0,0,0,0,0,4,0,0
8922480,8310,House,House,"€325,000",for sale,3,0,Installed,0,0,0,0,0,0,0
8922478,8310,House,House,"€449,000",for sale,5,239,Installed,0,0,0,0,0,0,0
8922476,9160,House,House,"€459,000",for sale,4,188,Installed,0,0,0,Yes,4,0,Good
8922469,8720,House,House,"€285,000",for sale,3,164,Installed,0,0,0,38,2,0,Good
8922462,9050,House,House,"€312,000",for sale,2,114,Installed,0,0,0,10,0,0,Good
8922458,1400,House,House,"€319,000",for sale,4,107,Installed,0,0,10,390,0,0,0
8922453,2140,House,House,"€205,000",for sale,5,115,Semi equipped,0,0,0,0,0,0,Good
8922426,8670,House,House,"€144,000",for sale,6,65,0,0,0,0,0,0,0,0
8922424,8530,House,House,"€195,000",for sale,9,0,0,0,0,0,0,0,0,0
8922422,9250,House,House,"€658,000",for sale,4,459,Installed,0,0,0,863,4,0,Good
8873890,2321,House,House,"€390,000",for sale,4,263,0,0,0,0,Yes,0,0,As new
8818520,1880,House,House,"€415,000",for sale,3,158,Installed,0,0,0,0,3,0,Good
8922357,9890,House,House,"€255,000",for sale,2,0,Installed,0,0,Yes,110,0,0,Good
8922403,6600,House,House,"€400,000",for sale,4,0,Installed,0,0,0,0,4,0,0
8922349,9270,House,House,"€410,000",for sale,3,146,Installed,0,0,0,80,3,0,As new
8922386,5060,House,House,"€115,000",for sale,3,0,0,0,0,0,0,3,0,0
8777312,7340,House,House,"€58,000",for sale,2,0,Not installed,0,0,0,0,0,0,0
8922369,3950,House,House,"€215,000",for sale,4,300,0,0,0,0,0,2,0,0
8922358,6596,House,House,"€180,000",for sale,3,143,Installed,0,0,0,1600,4,0,0
8922350,4430,House,House,"€195,000",for sale,4,135,Hyper equipped,0,0,0,0,0,0,0
8922249,8700,House,House,"€285,000",for sale,3,0,Installed,0,0,0,0,2,0,As new
8922343,6800,House,House,"€210,000",for sale,6,0,0,0,0,0,0,3,0,0
8780904,1370,House,House,"€660,000",for sale,5,290,Installed,0,0,0,Yes,4,0,Good
8922326,2930,House,House,"€250,000",for sale,4,200,0,0,0,0,0,0,0,0
8830145,8930,House,House,"€160,000",for sale,4,0,0,0,0,0,0,2,0,0
8922312,9032,House,House,"€240,000",for sale,2,140,0,0,0,0,0,0,0,To be done up
8922316,9600,House,House,"Reserve price : €85,000",for sale,3,0,0,0,0,0,0,0,0,0
8827215,1430,House,House,"€369,000",for sale,3,185,0,0,0,0,0,4,0,To renovate
8828046,1480,House,House,"€369,000",for sale,3,185,0,0,0,0,0,4,0,To renovate
8922289,2600,House,House,"€290,000",for sale,2,127,Installed,0,0,Yes,55,0,0,Just renovated
8922287,9600,House,House,"€195,000",for sale,2,0,0,0,0,0,0,3,0,0
8922281,8900,House,House,"€175,000",for sale,3,92,0,0,0,0,0,0,0,Good
8922248,4000,House,House,"€343,000",for sale,4,122,Installed,0,0,0,250,3,0,As new
8922243,5680,House,House,"€95,000",for sale,4,136,Installed,0,0,0,300,0,0,To renovate
8765039,7971,House,House,"€165,000",for sale,4,255,Not installed,0,0,0,200,0,0,To renovate
8922239,4432,House,House,"€187,000",for sale,4,174,Installed,0,0,15,Yes,0,0,To be done up
8922240,1630,House,House,"€300,000",for sale,2,100,0,0,0,0,0,2,0,0
8922232,7170,House,House,"€120,000",for sale,3,0,0,0,0,0,0,0,0,0
8922220,1541,House,House,"€449,000",for sale,4,300,Installed,0,0,0,0,4,0,Just renovated
8922209,7370,House,House,"€280,000",for sale,8,455,Installed,0,0,0,0,2,0,Good
8922206,7380,House,House,"€178,000",for sale,3,214,Not installed,0,0,0,0,2,0,0
8788479,7160,House,House,"€129,000",for sale,3,0,Installed,0,0,0,0,0,0,0
8922183,7340,House,House,"Reserve price : €15,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8922182,3700,House,House,"€199,500",for sale,3,134,Installed,0,0,0,208,4,0,Good
8922180,6761,House,House,"Reserve price : €170,000",for sale,5,195,0,0,0,0,0,0,0,Just renovated
8878815,9080,House,House,"€150,000",for sale,2,0,0,0,0,0,0,4,0,0
8922177,7300,House,House,"€230,000",for sale,3,0,0,0,0,0,0,0,0,Good
8857347,9052,House,House,"€255,000",for sale,2,0,Installed,0,0,0,0,0,0,Good
8922152,1560,House,House,"€795,000",for sale,4,280,USA hyper equipped,0,0,0,600,4,0,As new
8922150,8370,House,House,"€320,000",for sale,9,295,Installed,0,0,0,0,0,0,0
8922142,5670,House,House,"€169,000",for sale,5,208,Installed,0,0,0,242,4,0,Good
8922140,3971,House,House,"€349,000",for sale,4,191,Installed,0,0,0,0,0,0,As new
8922129,1390,House,House,"€235,000",for sale,3,125,0,0,0,0,Yes,0,0,0
8922122,7387,House,House,"€220,000",for sale,6,383,Installed,0,0,0,0,3,0,0
8922111,4050,House,House,"€189,000",for sale,3,130,Semi equipped,0,0,0,0,2,0,Good
8864800,8420,House,House,"€310,000",for sale,3,179,Installed,0,0,Yes,Yes,0,0,0
8922107,7380,House,House,"€125,000",for sale,3,0,Installed,0,0,0,0,0,0,0
8922105,4460,House,House,"Reserve price : €50,000",for sale,3,243,0,0,0,0,0,0,0,0
8922103,9600,House,House,"Reserve price : €110,000",for sale,3,0,0,0,0,0,0,0,0,0
8922102,4041,House,House,"Reserve price : €70,000",for sale,2,0,0,0,0,0,0,0,0,0
8922095,7340,House,House,"€135,000",for sale,2,148,Installed,0,0,0,0,4,0,Good
8873310,6240,House,House,"€105,000",for sale,2,110,Semi equipped,0,0,0,0,0,0,To be done up
8922066,7000,House,House,"€285,000",for sale,6,230,0,0,0,0,0,0,0,0
8922058,1480,House,House,"€420,000",for sale,4,0,Installed,0,0,0,450,4,0,Good
8922054,2600,House,House,"€475,000",for sale,4,0,0,0,0,0,0,0,0,0
8922049,4100,House,House,"€325,000",for sale,3,180,Installed,0,0,0,Yes,4,0,To be done up
8922046,1495,House,House,"€279,000",for sale,3,160,0,0,0,0,0,4,0,0
8845956,8310,House,House,"€395,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8922013,2580,House,House,"€165,000",for sale,1,90,Installed,0,0,0,0,0,0,Good
8922045,1700,House,House,"€490,000",for sale,3,130,USA installed,0,0,0,0,3,0,Just renovated
8922033,9000,House,House,"Reserve price : €145,000",for sale,4,0,Installed,0,0,0,0,0,0,0
8922031,6040,House,House,"€120,000",for sale,2,0,0,0,0,0,0,0,0,0
8922029,1083,House,House,"Reserve price : €250,000",for sale,2,0,Installed,0,0,0,0,0,0,0
8922028,2260,House,House,"€199,000",for sale,4,0,0,0,0,0,0,3,0,0
8662321,7160,House,House,"€150,000",for sale,3,0,0,0,0,0,0,0,0,0
8922027,4000,House,House,"€190,000",for sale,2,0,0,0,0,0,0,0,0,To be done up
8922026,7190,House,House,"€110,000",for sale,2,0,0,0,0,0,0,0,0,To renovate
8922025,7090,House,House,"€135,000",for sale,2,139,0,0,0,0,0,0,0,Good
8922024,9120,House,House,"Reserve price : €125,000",for sale,3,0,0,0,0,0,0,2,0,0
8922021,6150,House,House,"€149,000",for sale,3,0,Installed,0,0,0,0,2,0,Good
8922019,9400,House,House,"€199,000",for sale,3,152,Not installed,0,0,0,0,3,0,To renovate
