Locality,type of property,price,area,building state,rooms,facades,kitchen type,garden,fireplace,swimming pool
1000,Apartment,526000€,144 m²,As new,3,4,Hyper equipped,0,0,0
1000,Apartment,327000€,104 m²,As new,2,4,USA hyper equipped,0,0,0
1000,Apartment,296400€,92 m²,As new,Not specified,4,USA hyper equipped,0,0,0
1000,Apartment,256000€,75 m²,As new,Not specified,4,USA hyper equipped,0,0,0
1000,Apartment,345000€,95 m²,As new,Not specified,4,Not specified,0,0,0
1000,Apartment,515000€,95 m²,As new,Not specified,4,Not specified,0,0,0
1000,Apartment,243000€,91 m²,As new,1,4,USA hyper equipped,0,0,0
1000,Apartment,295000€,91 m²,As new,2,4,USA hyper equipped,0,0,0
1000,Apartment,285000€,91 m²,As new,Not specified,4,USA hyper equipped,0,0,0
1000,Apartment,241000€,75 m²,As new,1,4,USA hyper equipped,0,0,0
1000,Apartment,272000€,75 m²,As new,Not specified,4,USA hyper equipped,0,0,0
1000,Apartment,315000€,100 m²,As new,2,4,USA hyper equipped,0,0,0
1000,Apartment,327000€,100 m²,As new,2,4,Not specified,0,0,0
1000,Apartment,321000€,100 m²,As new,2,4,Hyper equipped,0,0,0
1000,Apartment,290000€,100 m²,As new,2,4,Hyper equipped,0,0,0
1000,Apartment,244000€,75 m²,As new,1,4,USA hyper equipped,0,0,0
1000,Apartment,316000€,106 m²,As new,2,4,Hyper equipped,0,0,0
1000,Apartment,307000€,100 m²,As new,2,4,USA hyper equipped,0,0,0
1000,Apartment,252000€,75 m²,As new,Not specified,4,USA hyper equipped,0,0,0
1000,Apartment,302000€,92 m²,As new,2,4,USA hyper equipped,0,0,0
1000,Apartment,345000€,95 m²,As new,Not specified,4,Not specified,0,0,0
1000,Apartment,360000€,95 m²,As new,Not specified,4,Not specified,0,0,0
1000,Apartment,370000€,95 m²,As new,Not specified,4,Not specified,0,0,0
1000,Apartment,390000€,95 m²,As new,Not specified,4,Not specified,0,0,0
Not specified,Apartment,229000€,81 m²,Not specified,2,3,Installed,0,0,0
9120,Apartment,250000€,105 m²,Not specified,2,1,Hyper equipped,0,0,0
Not specified,Apartment,99000€,80 m²,Good,2,2,Not specified,0,0,0
4100,Apartment,139000€,97 m²,To be done up,3,2,Installed,0,0,0
Not specified,Apartment,349000€,102 m²,Not specified,2,2,Installed,0,0,0
Not specified,Apartment,164000€,50 m²,As new,1,2,Installed,0,0,0
Not specified,Apartment,138000€,102 m²,To be done up,2,2,Installed,0,0,0
Not specified,Apartment,295000€,65 m²,Just renovated,1,2,Hyper equipped,0,0,0
Not specified,Apartment,145000€,90 m²,Just renovated,2,2,Installed,0,0,0
9000,Apartment,459000€,126 m²,As new,3,2,Installed,0,0,0
9000,Apartment,279000€,76 m²,As new,1,2,Installed,0,0,0
9000,Apartment,334000€,92 m²,As new,2,2,Installed,0,0,0
9000,Apartment,425000€,115 m²,As new,3,2,Installed,0,0,0
9000,Apartment,319000€,89 m²,As new,2,2,Installed,0,0,0
9000,Apartment,269500€,77 m²,As new,1,2,Installed,0,0,0
9000,Apartment,319000€,92 m²,As new,2,2,Installed,0,0,0
1030,Apartment,249000€,85 m²,Good,2,2,Semi equipped,0,0,0
Not specified,Apartment,225000€,100 m²,Good,2,4,Installed,0,0,0
6850,Apartment,129000€,56 m²,Not specified,1,3,Installed,0,0,0
3600,Apartment,649000€,Not specified,Not specified,9,2,Not specified,0,0,0
2100,Apartment,159000€,Not specified,Not specified,2,2,USA installed,0,0,0
4540,Apartment,159000€,80 m²,As new,2,2,Installed,0,0,0
9340,Apartment,219000€,110 m²,Good,3,2,Installed,0,0,0
2660,Apartment,229000€,78 m²,As new,2,2,USA hyper equipped,0,0,0
Not specified,Apartment,250000€,179 m²,To renovate,2,2,Not specified,0,0,0
2960,Apartment,344250€,117 m²,As new,3,2,Installed,0,0,0
9300,Apartment,159000€,95 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,645000€,86 m²,Good,2,2,Hyper equipped,0,0,0
2140,Apartment,299000€,120 m²,As new,3,2,Hyper equipped,0,0,0
1160,Apartment,450000€,126 m²,As new,3,4,USA installed,0,0,0
Not specified,Apartment,795000€,245 m²,As new,4,2,USA hyper equipped,0,0,0
7850,Apartment,245000€,79 m²,As new,2,2,Hyper equipped,0,0,0
Not specified,Apartment,319000€,84 m²,To be done up,2,2,Hyper equipped,0,0,0
8300,Apartment,745000€,107 m²,To renovate,3,2,Hyper equipped,0,0,0
2018,Apartment,434000€,120 m²,Just renovated,3,2,Hyper equipped,0,0,0
8300,Apartment,835000€,90 m²,As new,2,2,USA hyper equipped,0,0,0
4020,Apartment,132500€,Not specified,Good,2,2,Not specified,0,0,0
1030,Apartment,215000€,65 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,260000€,80 m²,To renovate,2,2,Not specified,0,0,0
Not specified,Apartment,265000€,103 m²,Just renovated,3,2,Hyper equipped,0,0,0
1080,Apartment,150000€,60 m²,Just renovated,2,2,Installed,0,0,0
8870,Apartment,212500€,81 m²,Good,2,4,Not specified,0,0,0
8870,Apartment,280000€,116 m²,Good,3,2,Installed,0,0,0
Not specified,Apartment,335000€,167 m²,As new,2,2,Not specified,0,0,0
Not specified,Apartment,169000€,86 m²,As new,2,2,Installed,0,0,0
2060,Apartment,240000€,105 m²,Just renovated,2,1,Installed,0,0,0
Not specified,Apartment,279000€,110 m²,As new,2,4,Hyper equipped,0,0,0
6001,Apartment,180000€,89 m²,Good,2,2,USA installed,0,0,0
Not specified,Apartment,194000€,110 m²,To renovate,3,2,Semi equipped,0,0,0
2180,Apartment,249900€,120 m²,As new,3,4,Installed,0,0,0
3440,Apartment,222000€,115 m²,Good,2,2,Not specified,0,0,0
9400,Apartment,240375€,Not specified,Not specified,2,2,Installed,0,0,0
3200,Apartment,249000€,117 m²,Good,2,2,Installed,0,0,0
2220,Apartment,245000€,98 m²,Not specified,2,3,Installed,0,0,0
3920,Apartment,179500€,87 m²,Good,2,3,Installed,0,0,0
1090,Apartment,200000€,80 m²,Good,1,2,Semi equipped,0,0,0
9700,Apartment,235000€,79 m²,As new,2,2,Not specified,0,0,0
2140,Apartment,159000€,90 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,530000€,115 m²,As new,2,2,USA installed,0,0,0
1150,Apartment,1170000€,308 m²,As new,4,2,Hyper equipped,0,0,0
Not specified,Apartment,198000€,80 m²,Just renovated,1,2,Installed,0,0,0
9120,Apartment,222500€,78 m²,Not specified,1,4,Installed,0,0,0
Not specified,Apartment,179000€,83 m²,Good,2,2,Hyper equipped,0,0,0
Not specified,Apartment,1250000€,215 m²,As new,2,2,Not specified,0,0,0
9190,Apartment,265000€,134 m²,Not specified,2,2,Not specified,0,0,0
8520,Apartment,346052€,132 m²,As new,3,2,Not specified,0,0,0
8520,Apartment,339942€,137 m²,As new,3,2,Not specified,0,0,0
8520,Apartment,329602€,132 m²,As new,3,2,Not specified,0,0,0
9200,Apartment,175000€,80 m²,Good,2,2,Not specified,0,0,0
8870,Apartment,186000€,90 m²,Good,2,2,Not specified,0,0,0
8450,Apartment,198000€,83 m²,Good,2,2,Not specified,0,0,0
3300,Apartment,160000€,85 m²,Not specified,3,2,Installed,0,0,0
Not specified,Apartment,260000€,118 m²,Good,2,3,Not specified,0,0,0
3970,Apartment,125000€,Not specified,Good,2,2,Not specified,0,0,0
Not specified,Apartment,170000€,60 m²,Good,1,2,Installed,0,0,0
3920,Apartment,174000€,60 m²,Not specified,1,4,Not specified,0,0,0
3920,Apartment,174000€,60 m²,Not specified,1,4,Not specified,0,0,0
0001,Apartment,233000€,89 m²,Not specified,2,4,Not specified,0,0,0
0002,Apartment,199000€,73 m²,Not specified,2,4,Not specified,0,0,0
0003,Apartment,208000€,71 m²,Not specified,2,4,Not specified,0,0,0
0004,Apartment,228000€,84 m²,Not specified,2,4,Not specified,0,0,0
0103,Apartment,222000€,86 m²,Not specified,2,4,Not specified,0,0,0
0104,Apartment,194000€,73 m²,Not specified,2,4,Not specified,0,0,0
9100,Apartment,163000€,60 m²,Not specified,1,2,Installed,0,0,0
1200,Apartment,280000€,95 m²,To renovate,2,2,Installed,0,0,0
8490,Apartment,349000€,137 m²,Good,3,2,Installed,0,0,0
8490,Apartment,351000€,128 m²,Not specified,2,3,Installed,0,0,0
1081,Apartment,225000€,108 m²,As new,2,2,Installed,0,0,0
2490,Apartment,203583€,91 m²,Not specified,2,3,Installed,0,0,0
Not specified,Apartment,215000€,93 m²,As new,2,3,Installed,0,0,0
5590,Apartment,130000€,60 m²,As new,1,2,Not installed,0,0,0
7000,Apartment,180000€,107 m²,Not specified,2,2,Semi equipped,0,0,0
1200,Apartment,270000€,82 m²,Good,2,1,USA semi equipped,0,0,0
8790,Apartment,239500€,85 m²,As new,2,4,Installed,0,0,0
1160,Apartment,630000€,160 m²,As new,3,4,USA installed,0,0,0
2100,Apartment,159000€,82 m²,As new,1,2,Installed,0,0,0
1040,Apartment,349000€,100 m²,To be done up,2,4,Semi equipped,0,0,0
Not specified,Apartment,140000€,94 m²,Not specified,2,2,Installed,0,0,0
Not specified,Apartment,219000€,70 m²,Just renovated,2,3,Hyper equipped,0,0,0
Not specified,Apartment,224000€,82 m²,Just renovated,2,3,Hyper equipped,0,0,0
9700,Apartment,239000€,89 m²,As new,2,2,Installed,0,0,0
0202,Apartment,249000€,93 m²,As new,2,2,Installed,0,0,0
3234,Apartment,251400€,90 m²,As new,2,2,Hyper equipped,0,0,0
2490,Apartment,184822€,84 m²,As new,2,3,Installed,0,0,0
2630,Apartment,375000€,158 m²,Good,3,2,Installed,0,1,0
7000,Apartment,127500€,56 m²,As new,1,4,Hyper equipped,0,0,0
5060,Apartment,165000€,110 m²,Good,2,3,Semi equipped,0,0,0
4000,Apartment,195000€,96 m²,Good,2,2,Installed,0,0,0
2610,Apartment,235000€,110 m²,Good,2,2,Installed,0,0,0
2000,Apartment,229000€,40 m²,Not specified,1,2,Installed,0,0,0
Not specified,Apartment,146000€,Not specified,Good,2,4,Installed,0,0,0
8300,Apartment,1295000€,119 m²,As new,3,2,Hyper equipped,0,0,0
Not specified,Apartment,325000€,135 m²,Not specified,3,2,Not specified,0,0,0
2000,Apartment,395000€,87 m²,Not specified,2,2,Installed,0,0,0
4000,Apartment,268500€,109 m²,Not specified,3,2,Semi equipped,0,0,0
8800,Apartment,219000€,118 m²,Not specified,2,2,Not specified,0,0,0
1800,Apartment,225000€,94 m²,Not specified,2,2,Not specified,0,0,0
Not specified,Apartment,225000€,85 m²,Not specified,2,3,Installed,0,0,0
Not specified,Apartment,183500€,Not specified,Not specified,2,2,Not specified,0,0,0
Not specified,Apartment,199000€,Not specified,Not specified,3,2,Not specified,0,0,0
1050,Apartment,620000€,160 m²,As new,2,2,Hyper equipped,0,0,0
2000,Apartment,690000€,166 m²,As new,1,2,Installed,0,0,0
2600,Apartment,199000€,85 m²,Just renovated,2,2,Not specified,0,0,0
1200,Apartment,499000€,160 m²,Not specified,3,4,Installed,0,0,0
Not specified,Apartment,185000€,74 m²,Not specified,2,2,Installed,0,0,0
8750,Apartment,249500€,101 m²,Good,2,3,Installed,0,0,0
9140,Apartment,414480€,102 m²,Good,2,2,Installed,0,0,0
1780,Apartment,269000€,90 m²,Good,2,2,Installed,0,0,0
3971,Apartment,255000€,89 m²,Good,3,2,Not specified,0,0,0
9060,Apartment,159000€,97 m²,Good,2,2,Installed,0,0,0
8400,Apartment,169000€,Not specified,Not specified,2,2,Not specified,0,0,0
Not specified,Apartment,260000€,75 m²,Good,2,3,USA installed,0,0,0
Not specified,Apartment,485000€,120 m²,Just renovated,3,3,Hyper equipped,0,0,0
4350,Apartment,249000€,87 m²,As new,2,3,Installed,0,0,0
Not specified,Apartment,129000€,45 m²,Not specified,1,2,Installed,0,0,0
Not specified,Apartment,250000€,80 m²,Good,1,2,Installed,0,0,0
9230,Apartment,142000€,83 m²,Good,1,2,Semi equipped,0,0,0
1180,Apartment,690000€,173 m²,Just renovated,3,2,Not specified,0,0,0
4800,Apartment,269000€,182 m²,Good,3,2,Installed,0,0,0
1370,Apartment,320000€,100 m²,As new,3,2,Hyper equipped,0,0,0
7160,Apartment,230000€,165 m²,As new,2,3,Hyper equipped,0,0,0
4000,Apartment,465000€,190 m²,As new,3,2,Installed,0,0,0
Not specified,Apartment,90000€,78 m²,To renovate,2,2,Not specified,0,0,0
4000,Apartment,132000€,60 m²,To be done up,1,2,Not specified,0,0,0
1081,Apartment,245000€,85 m²,As new,2,2,Installed,0,0,0
Not specified,Apartment,140000€,95 m²,Not specified,2,2,Installed,0,0,0
3212,Apartment,299900€,101 m²,As new,3,3,Hyper equipped,0,0,0
3212,Apartment,299900€,101 m²,As new,3,3,Hyper equipped,0,0,0
8540,Apartment,193500€,73 m²,As new,2,2,Not specified,0,0,0
2000,Apartment,265000€,76 m²,As new,2,3,Not specified,0,0,0
2000,Apartment,249500€,65 m²,Just renovated,1,3,Hyper equipped,0,0,0
Not specified,Apartment,285000€,93 m²,Good,2,2,USA installed,0,0,0
Not specified,Apartment,1350000€,257 m²,Good,3,2,USA installed,0,0,0
1914,Apartment,174900€,80 m²,Not specified,2,4,Installed,0,0,0
1914,Apartment,172900€,80 m²,Not specified,2,4,Installed,0,0,0
2220,Apartment,269000€,83 m²,As new,1,4,Not specified,0,0,0
9230,Apartment,199000€,70 m²,As new,1,2,Hyper equipped,0,0,0
9200,Apartment,249000€,85 m²,As new,2,2,Hyper equipped,0,0,0
9280,Apartment,325000€,150 m²,As new,3,2,USA hyper equipped,0,0,0
1950,Apartment,298000€,95 m²,Good,2,2,Hyper equipped,0,0,0
Not specified,Apartment,299000€,101 m²,As new,3,3,Hyper equipped,0,0,0
6540,Apartment,200000€,79 m²,Good,2,2,Installed,0,0,0
4030,Apartment,125000€,70 m²,Good,2,2,Installed,0,0,0
8300,Apartment,1195000€,98 m²,As new,3,2,Not specified,0,0,0
1180,Apartment,410000€,135 m²,Good,3,4,Hyper equipped,0,0,0
1150,Apartment,399000€,125 m²,To be done up,3,2,Installed,0,0,0
Not specified,Apartment,165000€,65 m²,Not specified,1,2,USA hyper equipped,0,0,0
3300,Apartment,174000€,100 m²,To be done up,3,3,Not specified,0,0,0
Not specified,Apartment,440000€,143 m²,As new,2,2,Not specified,0,0,0
1410,Apartment,330000€,85 m²,Just renovated,2,4,Hyper equipped,0,0,0
1200,Apartment,350000€,100 m²,As new,2,2,USA hyper equipped,0,0,0
1120,Apartment,199000€,82 m²,Good,2,2,Hyper equipped,0,0,0
8300,Apartment,1195000€,98 m²,As new,3,2,Hyper equipped,0,0,0
1180,Apartment,595000€,170 m²,To renovate,2,2,Semi equipped,0,0,0
5500,Apartment,130000€,120 m²,Good,2,2,Installed,0,0,0
Not specified,Apartment,252500€,89 m²,As new,2,4,Not specified,0,0,0
5000,Apartment,220000€,87 m²,Good,2,4,Not specified,0,0,0
2360,Apartment,375000€,202 m²,Not specified,3,4,Not specified,0,0,0
2300,Apartment,250000€,Not specified,As new,3,4,Not specified,0,0,0
2060,Apartment,275000€,96 m²,As new,2,2,Hyper equipped,0,0,0
3700,Apartment,169000€,100 m²,Good,3,2,Not specified,0,0,0
9300,Apartment,579000€,236 m²,Good,6,3,Installed,0,0,0
9300,Apartment,207000€,150 m²,Good,3,2,Not installed,0,0,0
9300,Apartment,175000€,82 m²,To be done up,2,2,Semi equipped,0,0,0
Not specified,Apartment,245000€,110 m²,Good,3,3,USA installed,0,0,0
9040,Apartment,315000€,94 m²,Not specified,3,3,Hyper equipped,0,0,0
Not specified,Apartment,320000€,90 m²,Just renovated,2,3,Installed,0,0,0
9000,Apartment,375000€,Not specified,As new,1,2,Installed,0,0,0
Not specified,Apartment,259000€,60 m²,As new,1,4,Hyper equipped,0,0,0
Not specified,Apartment,335000€,84 m²,As new,2,4,Hyper equipped,0,0,0
Not specified,Apartment,359000€,89 m²,As new,2,4,Hyper equipped,0,0,0
Not specified,Apartment,459000€,131 m²,As new,3,4,Hyper equipped,0,0,0
Not specified,Apartment,359000€,92 m²,As new,2,4,Hyper equipped,0,0,0
Not specified,Apartment,349000€,88 m²,As new,2,4,Hyper equipped,0,0,0
Not specified,Apartment,439000€,115 m²,As new,3,4,Hyper equipped,0,0,0
Not specified,Apartment,439000€,115 m²,As new,3,4,Hyper equipped,0,0,0
Not specified,Apartment,359000€,92 m²,As new,2,4,Hyper equipped,0,0,0
Not specified,Apartment,365000€,88 m²,As new,2,4,Hyper equipped,0,0,0
2050,Apartment,414000€,200 m²,Good,4,4,Semi equipped,0,0,0
1030,Apartment,295000€,110 m²,To be done up,Not specified,2,Not specified,0,0,0
1000,Apartment,170000€,26 m²,Good,Not specified,2,Not specified,0,0,0
8500,Apartment,487760€,138 m²,Not specified,2,2,Not specified,0,0,0
8530,Apartment,181000€,82 m²,Not specified,2,2,Not specified,0,0,0
8550,Apartment,167500€,63 m²,Not specified,1,2,Not specified,0,0,0
1050,Apartment,295000€,60 m²,Not specified,1,2,Not specified,0,0,0
1081,Apartment,279000€,120 m²,Just renovated,3,2,Not specified,0,0,0
1050,Apartment,450000€,105 m²,Good,2,3,Not specified,0,0,0
1040,Apartment,260000€,70 m²,Not specified,2,3,Not specified,0,0,0
1030,Apartment,215000€,85 m²,To be done up,2,4,Not specified,0,0,0
1050,Apartment,375000€,79 m²,Not specified,1,2,Not specified,0,0,0
1050,Apartment,340000€,75 m²,Good,2,2,Installed,0,0,0
8400,Apartment,270000€,80 m²,As new,2,2,Installed,0,0,0
8500,Apartment,510000€,156 m²,To be done up,3,3,Installed,0,0,0
3080,Apartment,265000€,95 m²,To renovate,3,2,Semi equipped,0,0,0
3080,Apartment,265000€,95 m²,To renovate,3,2,Semi equipped,0,0,0
2660,Apartment,270000€,105 m²,As new,3,2,USA hyper equipped,0,1,0
3530,Apartment,129000€,70 m²,Good,1,2,Not specified,0,0,0
0002,Apartment,332500€,90 m²,Not specified,2,3,Not specified,0,0,0
Not specified,Apartment,179000€,81 m²,Good,2,2,Hyper equipped,0,0,0
Not specified,Apartment,229000€,65 m²,Just renovated,2,3,Installed,0,0,0
Not specified,Apartment,229000€,65 m²,Just renovated,2,3,Installed,0,0,0
Not specified,Apartment,170000€,55 m²,Good,1,2,Installed,0,0,0
8301,Apartment,365000€,43 m²,Just renovated,1,2,Installed,0,0,0
0201,Apartment,95000€,60 m²,Good,1,2,Semi equipped,0,0,0
8710,Apartment,277890€,150 m²,Not specified,3,2,Not installed,0,0,0
3080,Apartment,260000€,110 m²,To renovate,3,2,Hyper equipped,0,0,0
1190,Apartment,315000€,97 m²,As new,2,2,Installed,0,0,0
Not specified,Apartment,450000€,112 m²,As new,2,2,Hyper equipped,0,0,0
Not specified,Apartment,450000€,150 m²,Good,3,2,Hyper equipped,0,0,0
8400,Apartment,159000€,76 m²,Good,2,2,Not specified,0,0,0
8790,Apartment,265000€,129 m²,Good,2,2,Installed,0,0,0
1070,Apartment,229000€,110 m²,To be done up,3,2,Installed,0,0,0
2660,Apartment,237500€,110 m²,Good,3,3,Installed,0,0,0
Not specified,Apartment,210000€,78 m²,Good,2,2,Not specified,0,0,0
Not specified,Apartment,125000€,40 m²,Good,1,2,Not specified,0,0,0
8370,Apartment,309000€,87 m²,As new,2,2,Installed,0,0,0
8670,Apartment,147000€,59 m²,Not specified,2,2,Not specified,0,0,0
8670,Apartment,275000€,85 m²,Good,3,2,Not specified,0,0,0
8420,Apartment,285000€,88 m²,Good,3,2,Installed,0,0,0
2100,Apartment,239000€,84 m²,Just renovated,2,2,Installed,0,0,0
2100,Apartment,239000€,84 m²,Just renovated,2,2,Installed,0,0,0
2900,Apartment,147000€,72 m²,To be done up,2,3,Semi equipped,0,0,0
9170,Apartment,210000€,106 m²,Good,2,3,Semi equipped,0,0,0
6220,Apartment,149900€,Not specified,Not specified,2,3,Installed,0,0,0
1180,Apartment,690000€,173 m²,Just renovated,3,2,Hyper equipped,0,0,0
Not specified,Apartment,395000€,110 m²,As new,3,3,USA hyper equipped,0,0,0
2100,Apartment,149000€,47 m²,Good,1,2,Installed,0,0,0
2018,Apartment,108000€,49 m²,As new,1,2,Installed,0,0,0
2170,Apartment,184000€,72 m²,Just renovated,2,2,Installed,0,0,0
Not specified,Apartment,232000€,85 m²,Good,2,2,Not specified,0,0,0
Not specified,Apartment,155000€,60 m²,As new,1,2,Semi equipped,0,0,0
Not specified,Apartment,149000€,60 m²,As new,1,2,Semi equipped,0,0,0
0201,Apartment,249000€,86 m²,As new,2,3,Installed,0,0,0
Not specified,Apartment,230000€,121 m²,To renovate,2,2,Not installed,0,0,0
Not specified,Apartment,135000€,72 m²,To renovate,1,2,Not installed,0,0,0
Not specified,Apartment,269000€,84 m²,Not specified,2,2,Installed,0,0,0
Not specified,Apartment,380000€,154 m²,Not specified,3,2,Hyper equipped,0,1,0
Not specified,Apartment,229000€,95 m²,Not specified,3,3,Installed,0,0,0
1050,Apartment,665000€,Not specified,Good,3,4,Hyper equipped,0,0,0
1180,Apartment,294500€,93 m²,Not specified,2,4,USA hyper equipped,0,0,0
1180,Apartment,302500€,93 m²,Not specified,2,4,USA hyper equipped,0,0,0
9200,Apartment,199000€,65 m²,As new,2,2,USA hyper equipped,0,0,0
Not specified,Apartment,175000€,90 m²,Not specified,2,2,Installed,0,0,0
2610,Apartment,189000€,65 m²,Just renovated,1,2,Installed,0,0,0
3500,Apartment,235000€,97 m²,Not specified,2,2,Hyper equipped,0,0,0
1170,Apartment,445000€,125 m²,As new,3,3,Hyper equipped,0,1,0
Not specified,Apartment,310000€,85 m²,Just renovated,2,3,Installed,0,0,0
2660,Apartment,225000€,109 m²,As new,2,2,Not specified,0,0,0
Not specified,Apartment,185000€,55 m²,As new,1,3,USA hyper equipped,0,0,0
2018,Apartment,350000€,116 m²,Just renovated,2,2,Installed,0,0,0
